system:index,AreaHa,Categoria,DataConcl,DataInici,Fonte,InstExecu,InstFinan,InstGest,MetComb,MetPrinc,Monitora,Motivacao,NmProjeto,Privacidad,ProjAtivo,Projeto,TipoArea,class_area_ha,class_id,class_year,index,.geo
5_3_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.1673596213426777,4,1988,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_3,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.5587870073864507,7,1988,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.5439253958429067,1,1989,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.1455752819584865,4,1989,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.4605844778023514,7,1989,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.57919541932349,1,1990,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.08644613156786153,4,1990,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.48444360471239273,7,1990,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.463357765419155,1,1991,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.6867273901845894,7,1991,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.365155235835056,1,1992,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.7849299197686888,7,1992,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.422209749205346,1,1993,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.7278754063983991,7,1993,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.5975223782169112,1,1994,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.5525627773868337,7,1994,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_10_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.4242848074879357,1,1995,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_10_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.7258003481158088,7,1995,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_11_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.3945476854750685,1,1996,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_11_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.7555374701286764,7,1996,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_12_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.307064677997663,1,1997,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_12_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.8430204776060815,7,1997,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_13_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.3056815485935576,1,1998,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_13_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.8444036070101868,7,1998,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_14_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.3056815485935576,1,1999,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_14_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.8444036070101868,7,1999,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_15_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.265916471737132,1,2000,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_15_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.8658421632295497,7,2000,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_15_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.01832652063706342,11,2000,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_16_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.147658647030101,1,2001,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_16_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.9840999879365807,7,2001,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_16_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.01832652063706342,11,2001,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_17_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.0802309790278417,1,2002,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_17_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,1.0515276559388402,7,2002,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_17_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.01832652063706342,11,2002,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_18_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,1.903881564965342,1,2003,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_18_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,1.2278770700013402,7,2003,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_18_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.01832652063706342,11,2003,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_19_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,1.9156381846708412,1,2004,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_19_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,1.2344469709329042,7,2004,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_20_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,1.9156381846708412,1,2005,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_20_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,1.2344469709329042,7,2005,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_21_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.091987806252872,1,2006,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_21_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,1.058097349350873,7,2006,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_22_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.4253228651338463,1,2007,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_22_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.7244165073050703,7,2007,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_22_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,3.4578316482843135E-4,9,2007,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_23_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.5134977125459557,1,2008,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_23_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.6148031036735984,7,2008,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_23_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.021784339384191175,9,2008,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_24_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.658381059211282,1,2009,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_24_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.4699197570082721,7,2009,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_24_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.021784339384191175,9,2009,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_25_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.658381059211282,1,2010,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_25_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.4699197570082721,7,2010,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_25_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.021784339384191175,9,2010,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_26_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.658381059211282,1,2011,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_26_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.4699197570082721,7,2011,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_26_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.021784339384191175,9,2011,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_27_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.658381059211282,1,2012,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_27_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.4699197570082721,7,2012,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_27_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.021784339384191175,9,2012,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_28_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.658381059211282,1,2013,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_28_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.4699197570082721,7,2013,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_28_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.021784339384191175,9,2013,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_29_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.658381059211282,1,2014,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_29_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.4699197570082721,7,2014,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_29_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.021784339384191175,9,2014,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_30_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.6016724867158776,1,2015,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_30_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.5266283295036764,7,2015,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_30_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.021784339384191175,9,2015,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_31_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.6016724867158776,1,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_31_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.5266283295036764,7,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_31_2,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.021784339384191175,9,2016,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_32_0,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,2.501395621912339,1,2017,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_32_1,3.15579062045,Restauração,,10/1/2022,Black Jaguar Foundation,Black Jaguar Foundation,Doadores da Black Jaguar,Não identificado,Não identificado,plantio de mudas,sim,adequacao ambiental,Corredor de Biodiversidade do Araguaia,publico,sim,sim,Area de Preservacao Permanente - APP,0.6483437505265778,7,2017,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
