system:index,AreaHa,Categoria,DataConcl,DataInici,Fonte,InstExecu,InstFinan,InstGest,MetComb,MetPrinc,Monitora,Motivacao,NmProjeto,Privacidad,ProjAtivo,Projeto,TipoArea,class_area_ha,class_id,class_year,index,.geo
0_0_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.9943033504471124,7,1985,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.16130288502412682,2,1986,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8330004654229856,7,1986,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.16130288502412682,2,1987,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.655058273566751,4,1987,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1779421918562347,7,1987,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.16130288502412682,2,1988,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.6771312633559284,4,1988,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.15586920206705732,7,1988,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8384341483800553,4,1989,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.15586920206705732,7,1989,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8384341483800553,4,1990,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.15586920206705732,7,1990,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8384341483800553,4,1991,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.15586920206705732,7,1991,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.42244346406824446,1,1992,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.4370449711818321,4,1992,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.13481491519703587,7,1992,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.7555756902956495,1,1993,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.04618354166666666,4,1993,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.19254411848479627,7,1993,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,1994,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.19254411848479627,7,1994,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,1995,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.003735424565333946,2,1995,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,1995,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,1996,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.003735424565333946,2,1996,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,1996,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_12_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,1997,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_12_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.003735424565333946,2,1997,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_12_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,1997,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_13_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,1998,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_13_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.06350214599609376,2,1998,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_13_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.12904197248870253,7,1998,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_14_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,1999,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_14_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.06350214599609376,2,1999,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_14_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.12904197248870253,7,1999,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_15_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,2000,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_15_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.06350214599609376,2,2000,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_15_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.12904197248870253,7,2000,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_16_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,2001,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_16_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.01596043576708027,2,2001,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_16_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.17658368271771602,7,2001,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,2002,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.003735424565333946,2,2002,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,2002,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,2003,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.003735424565333946,2,2003,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,2003,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,2004,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.003735424565333946,2,2004,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,2004,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,2005,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.003735424565333946,2,2005,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,2005,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_21_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8054946565276502,1,2006,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_21_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,2006,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_22_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8054946565276502,1,2007,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_22_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,2007,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_23_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,2008,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_23_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.003735424565333946,2,2008,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_23_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,2008,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_24_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,2009,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_24_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.003735424565333946,2,2009,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_24_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,2009,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_25_0,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.8017592319623161,1,2010,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_25_1,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.003735424565333946,2,2010,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_25_2,0.995279879885,restauracao,31/05/2021,31/01/2021,Cooperagrofamiliar,Cooperativa Agropecuária dos Produtores Familiares de Niquelândia,CEPF/IEB,Não identificado,Não identificado,sistemas agroflorestais SAFs,Não identificado,outros objetivos,"Food Products from the Forests in the Cerrado, Brazil",publico,nao,sim,outros,0.1888086939194623,7,2010,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
